Object ID,Name,Longitude,Latitude,Distance (Parsecs),Diameter (Parsecs)
31448,ASCC 101,67.9939,11.5874,350,2.199143797
31463,ASCC 102,63.2686,6.6426,1500,4.712404484
31479,ASCC 104,54.9016,-1.5568,800,6.702221124
31483,ASCC 105,62.7899,2.1516,500,5.236179161
31498,ASCC 107,58.8654,-1.8908,700,1.343905175
31509,ASCC 108,74.455,5.9857,1100,4.223717547
31510,ASCC 109,70.3391,3.5111,450,3.927090506
30131,ASCC 11,150.5641,-9.2301,650,3.970673438
31529,ASCC 110,70.4505,1.3944,800,3.211423074
31550,ASCC 111,74.6215,2.0778,1600,15.35936919
31632,ASCC 113,82.8849,-6.6536,450,3.691454168
31658,ASCC 114,97.0706,1.002,550,1.535893734
31667,ASCC 115,97.4508,-2.5433,600,1.675520437
31668,ASCC 116,99.4941,-0.318,5000,15.70801495
31671,ASCC 117,104.8495,5.394,1200,7.330474039
31686,ASCC 119,97.7321,-8.3873,1000,3.665207842
30173,ASCC 12,163.0341,-1.8562,500,2.18167541
31695,ASCC 120,104.7362,-0.6003,2500,13.09008901
31696,ASCC 121,103.5643,-2.5913,2500,10.03569711
31697,ASCC 122,95.9112,-15.9023,700,8.796922486
31702,ASCC 123,104.7462,-3.9989,250,5.585982931
31713,ASCC 125,110.1783,2.7651,1500,14.39940862
31717,ASCC 126,106.5859,-8.4543,800,4.188828485
31720,ASCC 127,112.2603,4.135,350,4.398461243
31723,ASCC 128,109.9354,-5.963,900,5.497855529
30199,ASCC 13,163.4007,3.2604,800,9.77433013
31749,ASCC 130,116.2076,0.3363,3400,8.901199521
30207,ASCC 14,171.8366,-1.0291,1100,4.223717547
30211,ASCC 15,170.9846,0.0772,1400,4.886941754
30220,ASCC 17,176.5624,-3.0711,2000,8.726701641
30225,ASCC 18,202.0846,-18.4808,500,5.410731873
30229,ASCC 19,204.8888,-19.4664,350,4.887239507
30015,ASCC 2,118.4626,-6.8875,1200,6.283242727
30236,ASCC 20,201.6686,-17.5262,450,5.890822688
30237,ASCC 21,199.861,-16.4792,500,6.981770725
30310,ASCC 23,167.5205,14.4219,600,3.769960795
30324,ASCC 24,216.6402,-8.2268,400,2.443491346
30373,ASCC 25,190.181,9.7281,1400,5.131290978
30383,ASCC 26,206.3555,3.0696,800,2.373654748
30392,ASCC 27,217.1182,-1.4574,1200,4.188807218
30394,ASCC 28,213.0803,0.6625,800,4.188828485
30395,ASCC 29,214.7267,-0.1156,750,2.879807419
30024,ASCC 3,120.0209,-7.477,1700,6.230853331
30402,ASCC 30,219.0925,-1.596,800,3.630309763
30416,ASCC 31,210.8906,3.6984,600,1.780241061
30424,ASCC 33,236.6762,-8.7291,800,12.56740426
30450,ASCC 34,209.6722,6.9927,550,2.879819583
30453,ASCC 35,213.4631,5.6893,800,5.585144344
30458,ASCC 36,234.3172,-4.6368,750,2.356202242
30470,ASCC 37,237.6905,-5.454,1600,4.468054499
30504,ASCC 38,221.98,5.3651,500,2.268943602
30525,ASCC 39,237.953,-1.7185,1500,7.854053409
30043,ASCC 4,123.1377,-1.2911,750,5.236072823
30530,ASCC 40,229.9738,2.8475,700,2.199122092
30596,ASCC 43,244.7361,-0.3845,1000,6.108728366
30650,ASCC 45,253.6325,-0.3108,3000,10.47201804
30651,ASCC 46,264.4407,-7.3285,900,6.283287387
30682,ASCC 48,257.3945,1.6155,400,2.234044671
30045,ASCC 5,123.8553,-7.02,1500,3.403397882
30753,ASCC 51,286.2453,-14.08,500,5.759841294
30770,ASCC 52,275.9642,-2.4087,1500,7.068635794
30783,ASCC 53,280.5657,-5.3662,2500,13.52643369
30791,ASCC 54,277.9035,-0.9036,1200,4.60769187
30800,ASCC 55,280.616,-2.0922,1100,4.415706726
30824,ASCC 56,286.3898,-6.8759,800,4.886982693
30827,ASCC 57,287.9686,-8.5965,1500,9.948522605
30832,ASCC 58,281.7116,1.3281,600,4.188858258
30837,ASCC 59,283.7838,-0.5127,550,3.359800601
30069,ASCC 6,130.3457,-4.3366,1200,6.283242727
30859,ASCC 60,285.6711,-0.3223,800,1.675518532
30881,ASCC 61,286.4096,1.9373,1700,9.494689853
30885,ASCC 62,288.4364,-0.6657,3000,14.66088243
30893,ASCC 63,289.1279,-0.6732,3500,9.162999507
30905,ASCC 64,290.1422,-0.7682,1500,4.712404484
30922,ASCC 65,291.1159,-0.5714,3500,13.43910129
30930,ASCC 66,289.2932,4.8401,1000,5.236035606
30947,ASCC 67,294.5631,0.7105,1500,5.236009022
30969,ASCC 69,299.0466,-7.2372,1000,6.981430431
30080,ASCC 7,131.5454,-2.7686,2000,8.726701641
30978,ASCC 70,299.0117,-1.836,2700,14.13729614
30981,ASCC 71,299.9908,-4.8239,1300,9.3027637
30999,ASCC 72,300.6944,1.8416,1100,4.799685903
31001,ASCC 73,301.4964,-4.4596,650,4.53792978
31043,ASCC 74,308.6625,3.5671,550,1.919869975
31053,ASCC 75,309.3324,-0.2428,3000,8.901205306
31058,ASCC 76,308.9767,-4.2448,600,3.66523702
31076,ASCC 77,312.0013,-0.8639,2200,12.28724569
31112,ASCC 78,314.7702,-8.6469,2400,6.702081749
31119,ASCC 79,320.0418,-2.8648,800,7.260769042
30090,ASCC 8,134.0235,-1.3231,2200,11.51927833
31120,ASCC 80,320.9227,-2.7319,1500,6.545026231
31133,ASCC 81,328.8356,2.8479,700,3.176521042
31134,ASCC 82,320.5548,-7.7407,800,4.188828485
31137,ASCC 83,328.1023,1.1059,600,2.199124705
31139,ASCC 84,323.5653,-5.4452,900,3.927015739
31193,ASCC 85,339.8987,-0.211,1200,4.60769187
31217,ASCC 87,355.1502,8.0105,900,8.639645171
31226,ASCC 88,349.889,3.075,1900,18.23925092
30111,ASCC 9,137.8776,-1.7515,2900,8.604498462
31271,ASCC 90,354.2878,-1.9158,500,3.141633996
31293,ASCC 91,353.1316,-4.9369,800,4.188828485
31345,ASCC 93,8.3295,-1.0497,2500,11.78105966
31357,ASCC 94,15.5446,0.9136,850,3.708848198
31359,ASCC 95,6.1579,-4.2785,1500,8.377667517
31410,ASCC 98,1.5483,-12.9423,800,9.076101481
31417,ASCC 99,15.8935,-7.9184,280,1.123998076
19845,Aveni-Hunter 1,110.5656,-12.5353,500,3.417989692
19734,Barkhatova 1,86.2171,0.8017,833,2.423105613
19550,Basel 1,27.3554,-1.9467,2178,1.583886575
18260,Basel 10,134.3001,-2.6154,1944,0.565486694
18610,Basel 11a,228.2558,-0.7762,1520,1.105375388
18437,Basel 11b,187.4423,-1.1139,1800,1.832596348
19751,Basel 12,88.2946,-1.2462,1466,0.852884324
19757,Basel 13,88.7502,-1.2444,1236,1.797690397
19765,Basel 14,88.589,-3.5909,964,0.701040706
19760,Basel 15,90.8197,-0.1052,1355,1.182460868
19040,Basel 17,290.265,1.3351,1636,2.379467225
19143,Basel 18,307.1343,0.2624,2226,1.942551951
18909,Basel 20,277.7763,-3.6655,2024,2.943790747
18425,Basel 4,179.2295,1.1993,3000,1.57079647
19428,Basel 5,359.7671,-1.873,766,0.557051018
19664,Basel 6,74.906,3.2977,1548,1.576032859
18506,Basel 7,203.8157,0.53,1684,1.224639574
18498,Basel 8,203.7791,-0.1199,1328,5.601376563
18305,Berkeley 10,138.6088,8.9015,2290,3.330672338
18180,Berkeley 104,117.6302,1.2061,4365,1.904590667
18324,Berkeley 11,157.0815,-3.6422,2200,1.59988543
18337,Berkeley 12,161.6696,-1.9911,3162,1.839577239
18350,Berkeley 14,162.873,0.707,5500,3.999713574
18351,Berkeley 15,162.2656,1.6091,1202,1.398591138
18377,Berkeley 17,175.6462,-3.6479,2700,2.748894522
18379,Berkeley 18,163.6315,5.0171,5800,10.12291994
18385,Berkeley 19,176.9015,-3.5879,4831,2.810562189
18194,Berkeley 2,119.707,-2.308,5250,1.527163139
18402,Berkeley 20,203.4833,-17.3727,8400,2.443461022
18431,Berkeley 21,186.8398,-2.5085,5000,3.636103249
18438,Berkeley 22,199.8766,-8.0785,6000,1.30899696
18496,Berkeley 23,192.6061,5.4458,6918,4.024729709
18511,Berkeley 24,210.5974,-2.6392,4700,4.785112686
18541,Berkeley 27,207.7805,2.5955,5035,1.464622172
18544,Berkeley 28,210.4075,1.5066,2557,1.115701795
18546,Berkeley 29,197.9835,8.0248,14871,12.97739895
18554,Berkeley 30,210.7801,2.8582,4790,2.090031912
18553,Berkeley 31,206.2536,5.12,8272,6.015569216
18557,Berkeley 32,207.952,4.4045,3100,2.705261027
18555,Berkeley 33,225.4245,-4.622,4000,1.745329363
18561,Berkeley 34,213.7314,2.1081,7280,2.117666219
18594,Berkeley 35,212.6023,5.36,4400,3.839725329
18605,Berkeley 36,227.3757,-0.5872,6140,4.46513479
18714,Berkeley 39,223.4615,10.0946,4780,4.866561412
18211,Berkeley 4,122.2904,1.5357,1250,0.727220604
19585,Berkeley 44,53.2121,3.3541,1800,2.617995724
18243,Berkeley 5,129.2927,0.7597,6200,1.803506945
19680,Berkeley 52,67.8987,-3.1774,4900,2.138028469
19745,Berkeley 54,83.129,-4.1429,2300,1.338085911
19762,Berkeley 56,85.9909,-5.2214,12100,3.519747424
18176,Berkeley 58,116.7534,-1.2889,3715,2.701624714
18179,Berkeley 59,118.221,4.9961,1000,1.454442069
18189,Berkeley 60,118.8438,-1.6703,4365,1.904590667
18221,Berkeley 62,123.9817,1.0977,2320,1.687151908
18262,Berkeley 64,131.9189,4.6051,3981,1.158025991
18277,Berkeley 65,135.8344,0.2678,2274,1.653699758
18287,Berkeley 66,139.4337,0.2185,5000,2.908882415
18333,Berkeley 67,154.8777,2.5031,2450,3.563383069
18336,Berkeley 68,162.1251,-2.4076,1678,2.928665459
18387,Berkeley 69,174.4351,-1.7867,2860,1.247910494
18248,Berkeley 7,130.1379,0.3763,2570,1.495165561
18389,Berkeley 70,166.8944,3.5802,4168,3.637267084
18476,Berkeley 73,215.2781,-9.4237,6850,1.992584286
18630,Berkeley 78,211.7849,9.5989,4800,4.188791268
19546,Berkeley 79,31.1379,0.8326,2300,2.007129149
18253,Berkeley 8,127.3517,13.2127,3150,2.290745047
19559,Berkeley 80,32.1828,-1.2064,1445,0.840667018
19571,Berkeley 81,34.5047,-2.0676,3000,2.18166195
19578,Berkeley 82,46.8535,1.624,860,0.250163867
19696,Berkeley 86,76.6668,1.2724,1112,0.97040331
19701,Berkeley 87,75.7149,0.3042,633,0.92066183
19789,Berkeley 93,105.0721,7.3185,5600,1.628974014
19806,Berkeley 94,103.0947,-1.1846,2630,1.147554056
19810,Berkeley 96,103.6608,-2.0659,3087,0.897971925
19831,Berkeley 99,115.9519,10.1063,4900,3.563381184
19037,BH 111,291.9402,-3.1666,667,0.194022441
19131,BH 144,305.346,-3.1559,12000,2.61799392
19159,BH 151,308.6723,0.5979,3800,0.829031408
19221,BH 164,314.2881,-6.0748,541,4.721235475
19317,BH 205,344.6042,1.6166,417,0.242600793
19342,BH 221,353.9968,3.0089,833,1.211550243
19343,BH 222,349.1269,-0.4415,6000,1.745329301
18784,BH 23,254.0812,-0.9593,437,2.478830456
19400,BH 245,359.4212,-0.518,1000,0.145444105
18811,BH 34,262.5755,-2.9694,670,2.436199484
18851,BH 52,270.8096,-6.0467,667,0.582067453
18874,BH 56,264.4882,1.4635,667,1.940229824
18893,BH 63,271.6314,0.3993,2300,0.836303637
18899,BH 66,276.0027,-3.0062,7000,4.072435381
18958,BH 90,283.0986,-1.4759,2572,1.496329114
18963,BH 91,284.0403,-1.6011,909,0.661043571
18965,BH 92,282.9836,0.4376,1249,0.363319383
18993,BH 99,286.5578,-0.6245,507,1.474807378
19719,Bica 1,80.1379,0.7432,1800,0.785398213
19720,Bica 2,80.2227,0.7865,1800,1.30899717
19515,Bica 3,18.4441,-0.4155,1640,0.834849231
18616,Bica 4,235.6199,-4.1071,3930,1.428988388
19665,Biurakan 1,72.7318,1.7443,1667,2.424554929
19668,Biurakan 2,72.7509,1.3454,1106,3.217232662
18181,Blanco 1,15.5717,-79.2613,269,2.738807115
18480,Bochum 1,192.4312,3.4008,2803,10.59972596
18997,Bochum 10,287.0164,-0.3147,2027,5.89632062
19007,Bochum 11,288.0251,-0.856,2412,7.367057682
19020,Bochum 12,289.8544,-1.7752,2218,3.225952509
19340,Bochum 13,351.2015,1.3597,1077,2.193009236
19464,Bochum 14,6.3877,-0.499,578,0.168133389
18691,Bochum 15,247.988,-5.4833,2806,1.224348548
18536,Bochum 2,212.3015,-0.3897,2661,0.580540152
18573,Bochum 3,218.7886,0.3504,1762,1.025090163
18661,Bochum 4,232.7531,0.7739,2291,1.666062509
18659,Bochum 5,232.4543,0.7698,872,1.902411903
18663,Bochum 6,234.7452,-0.2178,3981,5.790133876
18843,Bochum 7,265.1888,-1.9577,5754,16.73775474
18988,Bochum 9,286.7839,-1.5693,4600,10.03565912
30219,Briceno 1,200.9817,-18.3439,460,4.977873323
31041,C1331-622,207.0012,54.0576,819,0.833831338
18991,Carraro 1,286.2357,-0.2895,1900,1.105375318
18509,Collinder 106,206.0044,-0.4626,769,3.914661883
18510,Collinder 107,207.1539,-0.8885,1738,7.330717219
18514,Collinder 110,209.6492,-1.9784,1950,5.105099725
18552,Collinder 121,235.7016,-9.9906,1100,9.59955457
18604,Collinder 132,242.9893,-8.8023,472,5.492217237
18611,Collinder 135,248.765,-11.1321,316,2.29805736
18633,Collinder 140,244.9298,-7.5911,405,3.534381455
18763,Collinder 173,261.3751,-8.1626,421,22.67772378
18800,Collinder 185,255.0556,0.5572,1486,2.161300914
18844,Collinder 197,261.4858,0.9914,838,3.047067414
18876,Collinder 205,269.2092,-1.8434,1853,1.347539864
18932,Collinder 213,276.8352,2.7765,1400,3.461576737
18971,Collinder 220,284.5675,-0.342,1547,2.13752064
18982,Collinder 223,286.3576,-1.7051,2820,7.382759603
19002,Collinder 228,287.6677,-1.0471,2201,4.481720825
19003,Collinder 232,287.493,-0.5436,2300,1.338085911
19019,Collinder 236,289.5392,-1.2603,769,1.118465951
19045,Collinder 240,290.8752,0.2054,1577,7.339744278
19116,Collinder 261,301.6836,-5.5276,2190,2.866704934
19134,Collinder 268,305.5413,-4.3474,1963,1.427534136
19137,Collinder 269,306.1676,-3.5133,1300,2.836164534
19147,Collinder 271,307.1027,-1.6402,1169,0.85012094
19148,Collinder 272,307.5947,1.2015,2045,2.974334031
19215,Collinder 285,109.8666,44.6768,25,1.456084187
19249,Collinder 292,325.077,-2.6428,1667,3.394379198
19314,Collinder 316,344.3931,1.613,1000,14.54543609
19365,Collinder 333,354.1,-0.1735,855,0.870483265
19379,Collinder 338,351.7338,-3.3378,500,1.454445146
19402,Collinder 347,359.7382,-0.3336,1514,2.202025292
19411,Collinder 350,26.749,14.6623,286,1.622300939
19463,Collinder 359,29.7496,12.517,249,8.695271603
19479,Collinder 367,7.1383,-2.1374,1250,7.272287264
19556,Collinder 394,14.883,-9.2358,690,2.207849039
19691,Collinder 419,78.0986,2.7805,769,0.447386115
19705,Collinder 421,79.4499,2.5253,1111,1.13111919
19746,Collinder 428,86.2116,-1.41,1000,1.454442069
18241,Collinder 463,127.192,9.3889,702,5.819933725
19489,Collinder 469,12.7334,-0.8711,1481,0.646208197
18391,Collinder 65,188.0051,-10.3171,310,9.9226746
18404,Collinder 69,195.0478,-12.0034,400,4.072575636
18409,Collinder 70,205.0299,-17.3509,387,7.881250839
18426,Collinder 74,199.0311,-10.3895,2510,2.190388767
18471,Collinder 89,188.1998,3.6844,667,5.820820816
18492,Collinder 95,201.7472,0.0056,556,2.183418118
18488,Collinder 96,207.9636,-3.3858,962,1.679008445
18493,Collinder 97,205.3696,-1.7581,630,2.290754739
18281,Czernik 13,135.6586,2.3103,3961,2.304416649
18347,Czernik 19,174.0754,-8.8558,2525,5.141456194
18376,Czernik 20,168.2857,1.4445,3370,17.64543999
18647,Czernik 29,230.7976,0.9354,4168,3.031055669
18674,Czernik 31,236.2692,0.2755,2200,1.59988543
18726,Czernik 32,245.886,-1.7298,4100,1.788962597
19834,Czernik 43,112.8415,0.134,2510,1.825323831
18270,Czernik 8,135.7957,-1.5785,1409,0.409861498
19496,Dias 5,11.6608,-1.7445,1760,0.76794492
19518,Dias 6,19.6041,-1.028,2190,1.911136016
18523,Dolidze 23,211.9616,-1.845,625,0.909026293
18530,Dolidze 25,211.9423,-1.2732,6800,19.78045398
19648,Dolidze 36,77.6594,5.9819,900,1.832598247
19660,Dolidze 38,77.2081,4.9993,1200,3.141599831
19683,Dolidze 39,75.536,1.4529,1429,2.494078034
19695,Dolidze 42,76.1219,1.0648,972,0.989602028
18995,ESO 062-11,291.5066,-9.1549,910,0.794125011
18960,ESO 092-18,287.1283,-6.6552,10607,7.713629433
19054,ESO 093-08,293.5066,-4.041,14000,2.036217475
18732,ESO 123-26,273.0994,-16.2725,550,1.279910429
19015,ESO 128-16,287.9357,1.1612,900,1.308997862
19085,ESO 130-06,297.3748,3.0997,2200,3.199772552
19377,ESO 139-13,333.982,-13.805,1500,1.090830975
18880,ESO 165-09,274.9233,-5.9213,450,0.981749262
18883,ESO 166-04,273.8972,-3.9715,885,0.514872187
19197,ESO 175-06,314.642,3.9601,550,1.439899923
19579,ESO 282-26,355.0152,-21.8939,1400,3.054331037
19311,ESO 332-08,344.3972,1.807,1200,1.745330483
18771,ESO 430-18,248.5794,0.7595,830,1.44862475
18690,ESO 493-03,242.4936,-2.4987,1400,1.425352715
19478,ESO 521-38,6.4755,-2.3893,1800,0.785398213
30963,Feigelson 1,300.2173,-15.6085,114,0.298451984
19031,Feinstein 1,290.0252,0.3847,1159,4.214261496
19504,Ferrero 1,0.6584,-8.1578,750,3.272513116
18463,Ferrero 11,208.1229,-7.9039,1500,4.712404484
19862,Frolov 1,116.5593,-0.568,2560,1.489347796
18649,Haffner 10,230.8175,1.0069,5248,2.289872124
18669,Haffner 11,242.3889,-3.5197,5200,3.781547379
18693,Haffner 13,245.0089,-3.7246,714,1.453861276
18709,Haffner 15,247.9516,-4.1576,2078,0.906698604
18724,Haffner 16,242.0973,0.4673,3165,2.301653357
18727,Haffner 17,247.7055,-2.527,2880,0.837758065
18733,Haffner 18,243.1514,0.4468,6028,4.383686077
18734,Haffner 19,243.0809,0.5237,5094,1.481784577
18744,Haffner 20,246.9721,-0.9305,3117,1.360047906
18755,Haffner 21,244.8501,1.6332,2951,1.287616737
18593,Haffner 23,230.0452,-3.8004,588,0.940733269
18787,Haffner 26,249.6092,2.3392,1000,0.72722065
18618,Haffner 6,227.8605,0.2581,3054,2.665118444
18628,Haffner 8,227.5334,1.3446,1182,0.859574808
18634,Haffner 9,231.7964,-0.5872,1900,1.105375318
19265,Harvard 10,329.8356,-3.2845,1312,4.770587647
19633,Harvard 20,56.2793,-4.6542,1540,1.567887986
19105,Harvard 5,299.9844,1.9545,1184,0.861029249
19344,Havlen-Moffat 1,348.7035,-0.7667,3300,2.399828145
18715,Herschel 1,219.3531,12.3528,370,2.324809157
19041,Hogg 10,290.7985,0.0768,1776,0.774926237
19044,Hogg 11,290.9034,0.1194,2270,0.660316252
19048,Hogg 12,291.2058,-0.1721,1428,0.830776818
19109,Hogg 14,300.0612,2.9277,969,0.422806038
19119,Hogg 15,302.0474,-0.2417,2262,0.657989147
19145,Hogg 16,307.4773,1.3372,1585,1.383173783
19209,Hogg 17,314.8976,-0.8999,1310,0.762127193
19223,Hogg 18,320.7653,6.4261,1535,1.116283698
19301,Hogg 22,338.5606,-1.1434,1216,0.530580126
19107,Hogg 23,300.1488,1.8526,1250,1.272636353
18954,Hogg 6,283.959,-3.8502,2000,0.872664681
19671,IC 1311,77.6884,4.2785,5333,3.878267726
19756,IC 1369,89.5756,-0.4191,2083,1.514800614
19803,IC 1442,101.3634,-2.2031,2346,1.706059645
18217,IC 1590,123.1227,-6.2429,2940,1.71042286
18245,IC 166,130.0714,-0.189,3970,4.041893056
18269,IC 1805,134.7257,0.9189,2344,6.818438843
18283,IC 1848,137.191,0.9204,2002,5.241235718
18443,IC 2157,186.382,1.2462,2040,1.483530126
18828,IC 2391,270.3622,-6.8386,175,1.527201863
18834,IC 2395,266.6365,-3.5919,800,2.164213552
18903,IC 2488,277.8298,-4.4192,1134,2.96881184
18974,IC 2581,284.588,0.0351,2446,1.77878171
18999,IC 2602,289.6014,-4.9061,161,2.341815211
19053,IC 2714,292.4021,-1.799,1238,2.5208407
19065,IC 2944,294.8489,-1.6541,1794,16.9607423
18307,IC 348,160.49,-17.8022,385,0.447968044
18322,IC 361,147.4836,5.7006,1070,0.933751387
19352,IC 4651,340.0882,-7.9069,888,1.291544557
19401,IC 4665,30.6192,17.0817,352,3.58386656
19523,IC 4725,13.7024,-4.4337,620,2.615100504
19536,IC 4756,36.3808,5.2421,484,2.745432358
19685,IC 4996,75.3534,1.3062,1732,1.511455516
19787,IC 5146,94.3834,-5.495,852,2.478374528
19247,Johansson 1,327.8996,1.8,570,2.404205302
25611,Juchert 11,147.0712,-0.5077,3600,2.61799434
25615,Juchert 9,145.1203,3.6802,4400,1.919862299
18449,Kharchenko 1,186.5814,2.1706,2520,2.565634887
19509,Kharchenko 2,16.6612,-0.3205,1990,0.810414594
19511,Kharchenko 3,16.6797,-0.4477,2130,2.478368656
19822,King 10,108.4815,-0.3958,3379,1.965822736
19849,King 11,117.1633,6.4773,2892,2.103122119
19857,King 12,116.1239,-0.1302,2378,1.037598306
18200,King 14,120.7292,0.3785,2960,3.444117945
18201,King 15,120.7483,-0.9265,3162,1.379682861
18210,King 16,122.0894,1.3242,2300,1.672607495
19828,King 19,110.5699,0.1443,1967,1.430443018
18215,King 2,122.8741,-4.6884,5750,4.181518737
19841,King 20,112.8415,-2.865,1900,1.65806321
19853,King 21,115.9465,0.6825,2103,1.223475944
18274,King 4,136.0146,-1.1977,3172,2.306743901
18292,King 5,143.7406,-4.2728,1900,1.381719235
18299,King 6,143.3607,-0.0765,871,1.266819042
18313,King 7,149.7745,-1.0191,2200,2.239839981
18427,King 8,176.3949,3.1194,6403,3.72511482
18397,Kronberger 1,173.1072,0.0466,1900,0.442150085
26865,Kronberger 31,61.6436,1.908,11900,2.250020321
26313,Kronberger 39,289.5248,-1.9556,11100,1.291543652
19618,Kronberger 4,63.844,1.8842,7900,1.493710969
19601,Kronberger 79,54.1792,-0.6123,2700,0.824668097
27021,Kronberger 81,95.2667,2.07,5900,3.003421014
18950,Loden 1,281.0212,-0.1738,360,1.099560848
19164,Loden 1010,309.5035,1.9058,1111,5.009274342
18985,Loden 112,284.687,1.1641,2500,2.545272705
19181,Loden 1171,311.7586,3.3189,714,1.14231897
19188,Loden 1194,312.1806,1.8316,500,1.018110137
19190,Loden 1225,312.5802,1.6933,1429,0.831358594
19196,Loden 1256,313.1116,-0.2883,1250,1.818052586
18977,Loden 143,285.3549,-0.8637,400,2.385311585
18986,Loden 153,285.6766,0.0819,2670,0.776671539
18987,Loden 165,286.1171,-0.3608,1900,3.039784374
19010,Loden 189,286.6728,2.5893,720,2.303842475
19244,Loden 2313,327.1996,2.2703,1410,4.306613321
19246,Loden 2326,327.5066,1.9856,900,0.209439514
18944,Loden 28,282.2139,-2.2144,3950,11.49011665
19032,Loden 306,290.5548,-0.7845,2000,7.563129477
19042,Loden 309,290.7941,0.093,1000,0.21816616
19062,Loden 372,292.5555,2.7568,1200,1.047197817
19063,Loden 402,293.4675,0.7032,2450,3.563383069
18968,Loden 46,282.5659,2.0929,540,2.98454341
19077,Loden 480,295.7135,3.6593,1429,0.519599086
19076,Loden 481,295.8281,0.7629,1520,5.747978402
19086,Loden 565,297.6693,1.7804,1111,2.585419066
18981,Loden 59,283.1177,3.2178,1111,0.323176809
19094,Loden 615,299.6586,-2.1074,1667,0.606138332
19120,Loden 682,302.4225,2.2176,900,3.403408264
19122,Loden 694,303.1249,2.1045,1700,5.686885692
19140,Loden 807,306.7594,0.1412,925,2.690723519
19139,Loden 821,307.0737,2.8735,2800,7.737646047
18980,Loden 89,284.353,0.8677,380,1.934423297
19153,Loden 915,308.3702,3.1705,500,2.327122472
19177,Loden 995,309.2996,-2.7538,2400,9.250290841
19641,Loiano 1,69.0527,1.7035,2700,2.356195088
19183,Lynga 1,310.8494,-0.3374,1900,0.829031447
19298,Lynga 12,335.6974,-3.4609,1000,1.16355336
19312,Lynga 14,340.919,-1.0887,881,0.384408792
19198,Lynga 2,313.8653,-0.4518,900,1.701698049
19258,Lynga 6,330.3692,0.3231,1600,1.16355304
18833,Mamajek 1,292.4817,-21.6535,97,0.564329492
19361,Mamajek 2,17.0255,12.3087,161,0.234165173
30227,Mamajek 3,197.2713,-15.556,92,3.346689443
19486,Markarian 38,11.9833,-0.9314,1471,0.427896567
19830,Markarian 50,111.3503,-0.2251,2114,0.61493769
18267,Markarian 6,134.6647,0.0922,698,0.609120064
18190,Mayer 1,119.4438,-0.9215,1429,1.454877878
18998,Melotte 101,289.8641,-5.5605,1995,4.352421727
19055,Melotte 105,292.904,-2.4119,2208,1.605703195
19101,Melotte 111,221.353,84.0249,96,1.675686233
18297,Melotte 20,146.5676,-5.8625,185,8.077274438
18308,Melotte 22,166.5707,-23.5211,133,2.321523635
18327,Melotte 25,180.0639,-22.3429,45,2.161505002
18640,Melotte 66,259.5593,-14.2436,4313,8.782218045
18679,Melotte 71,228.9488,4.498,3154,3.211116045
18684,Melotte 72,227.8411,5.3608,909,0.661043571
19256,Moffat 1,328.5466,-0.9812,2100,2.138029072
18280,NGC 1027,135.758,1.5247,772,2.245663305
18193,NGC 103,119.7966,-1.389,3026,1.760455637
18279,NGC 1039,143.658,-15.6133,499,2.540203224
18288,NGC 1193,146.8125,-12.1631,4300,1.876229065
18290,NGC 1220,143.0364,-3.9632,1800,1.047197669
